bathcnorm False
hidden 6
Epoch: 001, Train Loss: 1.4518, Val: -0.7980, Test: -0.8550, Seconds: 173.5030, Memory Peak: 26679 MB allocated, 44896 MB reserved.
Epoch: 015, Train Loss: 0.4359, Val: -0.4677, Test: -0.4894, Seconds: 180.0563, Memory Peak: 27092 MB allocated, 45316 MB reserved.
Epoch: 016, Train Loss: 0.4391, Val: -0.4544, Test: -0.4883, Seconds: 180.5289, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 017, Train Loss: 0.4208, Val: -0.5002, Test: -0.4883, Seconds: 174.4166, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 018, Train Loss: 0.4249, Val: -0.4536, Test: -0.4818, Seconds: 179.6780, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 019, Train Loss: 0.4399, Val: -0.4140, Test: -0.4409, Seconds: 179.5158, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 020, Train Loss: 0.4157, Val: -0.3933, Test: -0.4159, Seconds: 179.6612, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 021, Train Loss: 0.3952, Val: -0.5161, Test: -0.4159, Seconds: 174.3518, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 022, Train Loss: 0.4220, Val: -0.4042, Test: -0.4159, Seconds: 173.8332, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 023, Train Loss: 0.3916, Val: -0.3791, Test: -0.4120, Seconds: 179.3621, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 024, Train Loss: 0.3763, Val: -0.4506, Test: -0.4120, Seconds: 174.0820, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 025, Train Loss: 0.3860, Val: -0.3848, Test: -0.4120, Seconds: 174.3528, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 026, Train Loss: 0.3819, Val: -0.4192, Test: -0.4120, Seconds: 173.7923, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 027, Train Loss: 0.3706, Val: -0.3669, Test: -0.4047, Seconds: 179.1932, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 028, Train Loss: 0.3728, Val: -0.4195, Test: -0.4047, Seconds: 173.5406, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 029, Train Loss: 0.3660, Val: -0.3622, Test: -0.4029, Seconds: 179.7293, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 030, Train Loss: 0.3553, Val: -0.3608, Test: -0.3909, Seconds: 179.2424, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 031, Train Loss: 0.3583, Val: -0.3423, Test: -0.3817, Seconds: 179.0414, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 032, Train Loss: 0.3431, Val: -0.3491, Test: -0.3817, Seconds: 173.4669, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 033, Train Loss: 0.3615, Val: -0.3473, Test: -0.3817, Seconds: 173.7411, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 034, Train Loss: 0.3343, Val: -0.3401, Test: -0.3749, Seconds: 179.0160, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 035, Train Loss: 0.3433, Val: -0.3482, Test: -0.3749, Seconds: 173.6763, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 036, Train Loss: 0.3386, Val: -0.3636, Test: -0.3749, Seconds: 173.9757, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 037, Train Loss: 0.3465, Val: -0.3487, Test: -0.3749, Seconds: 173.0527, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 038, Train Loss: 0.3362, Val: -0.3319, Test: -0.3623, Seconds: 178.9689, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 039, Train Loss: 0.3214, Val: -0.2986, Test: -0.3314, Seconds: 179.7048, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 040, Train Loss: 0.3130, Val: -0.3618, Test: -0.3314, Seconds: 173.4638, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 041, Train Loss: 0.3316, Val: -0.3398, Test: -0.3314, Seconds: 172.0464, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 042, Train Loss: 0.2988, Val: -0.4208, Test: -0.3314, Seconds: 172.4711, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 043, Train Loss: 0.3061, Val: -0.3325, Test: -0.3314, Seconds: 173.2569, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 044, Train Loss: 0.2900, Val: -0.3430, Test: -0.3314, Seconds: 173.4424, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 045, Train Loss: 0.2921, Val: -0.2656, Test: -0.2697, Seconds: 179.0749, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 046, Train Loss: 0.2702, Val: -0.3077, Test: -0.2697, Seconds: 173.6851, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 047, Train Loss: 0.2729, Val: -0.2981, Test: -0.2697, Seconds: 174.0769, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 048, Train Loss: 0.2776, Val: -0.2902, Test: -0.2697, Seconds: 172.8133, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 049, Train Loss: 0.2711, Val: -0.2837, Test: -0.2697, Seconds: 173.6757, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 050, Train Loss: 0.2619, Val: -0.2729, Test: -0.2697, Seconds: 173.6780, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 051, Train Loss: 0.2240, Val: -0.2864, Test: -0.2697, Seconds: 173.9161, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 052, Train Loss: 0.2170, Val: -0.2681, Test: -0.2697, Seconds: 172.9079, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 053, Train Loss: 0.2072, Val: -0.2493, Test: -0.2332, Seconds: 179.5330, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 054, Train Loss: 0.2048, Val: -0.2675, Test: -0.2332, Seconds: 173.2777, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 055, Train Loss: 0.2045, Val: -0.2615, Test: -0.2332, Seconds: 173.0526, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 056, Train Loss: 0.1985, Val: -0.2396, Test: -0.2191, Seconds: 178.4476, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 057, Train Loss: 0.1960, Val: -0.2501, Test: -0.2191, Seconds: 172.9116, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 058, Train Loss: 0.2007, Val: -0.2474, Test: -0.2191, Seconds: 173.2388, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 059, Train Loss: 0.1881, Val: -0.2432, Test: -0.2191, Seconds: 173.7403, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 060, Train Loss: 0.1872, Val: -0.2341, Test: -0.2198, Seconds: 178.8855, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 061, Train Loss: 0.1902, Val: -0.2453, Test: -0.2198, Seconds: 172.8596, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 062, Train Loss: 0.1923, Val: -0.2361, Test: -0.2198, Seconds: 173.3407, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 063, Train Loss: 0.1838, Val: -0.2394, Test: -0.2198, Seconds: 173.4460, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 064, Train Loss: 0.1789, Val: -0.2452, Test: -0.2198, Seconds: 173.5372, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 065, Train Loss: 0.1824, Val: -0.2578, Test: -0.2198, Seconds: 172.7877, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 066, Train Loss: 0.1791, Val: -0.2402, Test: -0.2198, Seconds: 172.9438, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 067, Train Loss: 0.1817, Val: -0.2394, Test: -0.2198, Seconds: 173.6839, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 068, Train Loss: 0.1759, Val: -0.2442, Test: -0.2198, Seconds: 173.2611, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 069, Train Loss: 0.1721, Val: -0.2280, Test: -0.2177, Seconds: 178.5688, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 070, Train Loss: 0.1765, Val: -0.2576, Test: -0.2177, Seconds: 173.1364, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 071, Train Loss: 0.1785, Val: -0.2384, Test: -0.2177, Seconds: 173.5180, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 072, Train Loss: 0.1733, Val: -0.2311, Test: -0.2177, Seconds: 172.6817, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 073, Train Loss: 0.1665, Val: -0.2362, Test: -0.2177, Seconds: 172.7969, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 074, Train Loss: 0.1669, Val: -0.2326, Test: -0.2177, Seconds: 173.3932, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 075, Train Loss: 0.1740, Val: -0.2229, Test: -0.2095, Seconds: 179.2717, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 076, Train Loss: 0.1615, Val: -0.2279, Test: -0.2095, Seconds: 173.1271, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 077, Train Loss: 0.1611, Val: -0.2266, Test: -0.2095, Seconds: 172.7594, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 078, Train Loss: 0.1625, Val: -0.2383, Test: -0.2095, Seconds: 172.5592, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 079, Train Loss: 0.1613, Val: -0.2246, Test: -0.2095, Seconds: 172.7959, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 080, Train Loss: 0.1518, Val: -0.2260, Test: -0.2095, Seconds: 173.1224, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 081, Train Loss: 0.1590, Val: -0.2398, Test: -0.2095, Seconds: 172.3953, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 082, Train Loss: 0.1472, Val: -0.2353, Test: -0.2095, Seconds: 172.4970, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 083, Train Loss: 0.1559, Val: -0.2141, Test: -0.2026, Seconds: 178.2634, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 084, Train Loss: 0.1545, Val: -0.2243, Test: -0.2026, Seconds: 172.7543, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 085, Train Loss: 0.1496, Val: -0.2180, Test: -0.2026, Seconds: 173.1288, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 086, Train Loss: 0.1603, Val: -0.2231, Test: -0.2026, Seconds: 172.0116, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 087, Train Loss: 0.1587, Val: -0.2244, Test: -0.2026, Seconds: 172.2102, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 088, Train Loss: 0.1518, Val: -0.2219, Test: -0.2026, Seconds: 171.8729, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 089, Train Loss: 0.1472, Val: -0.2228, Test: -0.2026, Seconds: 171.7772, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 090, Train Loss: 0.1399, Val: -0.2207, Test: -0.2026, Seconds: 172.8842, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 091, Train Loss: 0.1462, Val: -0.2373, Test: -0.2026, Seconds: 173.1287, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 092, Train Loss: 0.1455, Val: -0.2370, Test: -0.2026, Seconds: 172.8999, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 093, Train Loss: 0.1446, Val: -0.2121, Test: -0.1944, Seconds: 178.7736, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 094, Train Loss: 0.1395, Val: -0.2357, Test: -0.1944, Seconds: 172.6699, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 095, Train Loss: 0.1415, Val: -0.2143, Test: -0.1944, Seconds: 171.9538, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 096, Train Loss: 0.1327, Val: -0.2108, Test: -0.1947, Seconds: 178.1772, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 097, Train Loss: 0.1470, Val: -0.2317, Test: -0.1947, Seconds: 173.0034, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 098, Train Loss: 0.1572, Val: -0.2655, Test: -0.1947, Seconds: 172.5843, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 099, Train Loss: 0.1421, Val: -0.2371, Test: -0.1947, Seconds: 173.0312, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 100, Train Loss: 0.1374, Val: -0.2259, Test: -0.1947, Seconds: 171.9000, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 101, Train Loss: 0.1122, Val: -0.2053, Test: -0.1802, Seconds: 177.1887, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 102, Train Loss: 0.1046, Val: -0.2046, Test: -0.1796, Seconds: 178.2680, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 103, Train Loss: 0.1009, Val: -0.2045, Test: -0.1763, Seconds: 179.2850, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 104, Train Loss: 0.0983, Val: -0.2043, Test: -0.1770, Seconds: 178.9163, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 105, Train Loss: 0.0966, Val: -0.2031, Test: -0.1797, Seconds: 178.5056, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 106, Train Loss: 0.0929, Val: -0.1989, Test: -0.1734, Seconds: 178.7009, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 107, Train Loss: 0.0940, Val: -0.2222, Test: -0.1734, Seconds: 172.0150, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 108, Train Loss: 0.0964, Val: -0.2050, Test: -0.1734, Seconds: 171.2720, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 109, Train Loss: 0.0912, Val: -0.2017, Test: -0.1734, Seconds: 172.4062, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 110, Train Loss: 0.0934, Val: -0.2043, Test: -0.1734, Seconds: 172.7869, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 111, Train Loss: 0.0911, Val: -0.2006, Test: -0.1734, Seconds: 172.1158, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 112, Train Loss: 0.0941, Val: -0.2041, Test: -0.1734, Seconds: 173.1321, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 113, Train Loss: 0.0908, Val: -0.2069, Test: -0.1734, Seconds: 172.0574, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 114, Train Loss: 0.0894, Val: -0.2108, Test: -0.1734, Seconds: 171.6306, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 115, Train Loss: 0.0917, Val: -0.1997, Test: -0.1734, Seconds: 171.9506, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 116, Train Loss: 0.0911, Val: -0.2049, Test: -0.1734, Seconds: 171.6405, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 117, Train Loss: 0.0894, Val: -0.2062, Test: -0.1734, Seconds: 172.8313, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 118, Train Loss: 0.0895, Val: -0.2062, Test: -0.1734, Seconds: 173.0040, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 119, Train Loss: 0.0928, Val: -0.2035, Test: -0.1734, Seconds: 171.2746, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 120, Train Loss: 0.0870, Val: -0.2048, Test: -0.1734, Seconds: 172.5606, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 121, Train Loss: 0.0848, Val: -0.2059, Test: -0.1734, Seconds: 172.4797, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 122, Train Loss: 0.0859, Val: -0.2069, Test: -0.1734, Seconds: 172.6595, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 123, Train Loss: 0.0814, Val: -0.2060, Test: -0.1734, Seconds: 171.8794, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 124, Train Loss: 0.0844, Val: -0.2069, Test: -0.1734, Seconds: 171.3198, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 125, Train Loss: 0.0822, Val: -0.2033, Test: -0.1734, Seconds: 172.1732, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 126, Train Loss: 0.0824, Val: -0.2033, Test: -0.1734, Seconds: 172.5813, Memory Peak: 27164 MB allocated, 45316 MB reserved.
Epoch: 127, Train Loss: 0.0827, Val: -0.2028, Test: -0.1734, Seconds: 172.2027, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 128, Train Loss: 0.0819, Val: -0.2031, Test: -0.1734, Seconds: 172.7459, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 129, Train Loss: 0.0816, Val: -0.2019, Test: -0.1734, Seconds: 172.5105, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 130, Train Loss: 0.0801, Val: -0.2039, Test: -0.1734, Seconds: 171.5141, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 131, Train Loss: 0.0815, Val: -0.2031, Test: -0.1734, Seconds: 171.9560, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 132, Train Loss: 0.0782, Val: -0.2039, Test: -0.1734, Seconds: 171.5439, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 133, Train Loss: 0.0784, Val: -0.2073, Test: -0.1734, Seconds: 171.8292, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 134, Train Loss: 0.0819, Val: -0.2013, Test: -0.1734, Seconds: 171.7162, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 135, Train Loss: 0.0761, Val: -0.2035, Test: -0.1734, Seconds: 172.0728, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 136, Train Loss: 0.0773, Val: -0.2020, Test: -0.1734, Seconds: 171.8666, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 137, Train Loss: 0.0835, Val: -0.2174, Test: -0.1734, Seconds: 171.2738, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 138, Train Loss: 0.0802, Val: -0.2052, Test: -0.1734, Seconds: 172.5427, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 139, Train Loss: 0.0762, Val: -0.2087, Test: -0.1734, Seconds: 172.1348, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 140, Train Loss: 0.0786, Val: -0.2013, Test: -0.1734, Seconds: 172.5535, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 141, Train Loss: 0.0770, Val: -0.2243, Test: -0.1734, Seconds: 171.5159, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 142, Train Loss: 0.0789, Val: -0.2136, Test: -0.1734, Seconds: 172.0752, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 143, Train Loss: 0.0717, Val: -0.2020, Test: -0.1734, Seconds: 171.4230, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 144, Train Loss: 0.0696, Val: -0.2087, Test: -0.1734, Seconds: 172.7180, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 145, Train Loss: 0.0774, Val: -0.2166, Test: -0.1734, Seconds: 172.4474, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 146, Train Loss: 0.0743, Val: -0.2137, Test: -0.1734, Seconds: 172.0679, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 147, Train Loss: 0.0725, Val: -0.2075, Test: -0.1734, Seconds: 171.9986, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 148, Train Loss: 0.0717, Val: -0.2022, Test: -0.1734, Seconds: 171.3530, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 149, Train Loss: 0.0694, Val: -0.2082, Test: -0.1734, Seconds: 172.0657, Memory Peak: 27164 MB allocated, 45322 MB reserved.
Epoch: 150, Train Loss: 0.0731, Val: -0.2026, Test: -0.1734, Seconds: 172.2063, Memory Peak: 27164 MB allocated, 45332 MB reserved.
Epoch: 151, Train Loss: 0.0599, Val: -0.2028, Test: -0.1734, Seconds: 171.9012, Memory Peak: 27164 MB allocated, 45332 MB reserved.
Epoch: 152, Train Loss: 0.0550, Val: -0.2000, Test: -0.1734, Seconds: 172.0205, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 153, Train Loss: 0.0553, Val: -0.2023, Test: -0.1734, Seconds: 171.3041, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 154, Train Loss: 0.0536, Val: -0.2010, Test: -0.1734, Seconds: 171.6281, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 155, Train Loss: 0.0520, Val: -0.2025, Test: -0.1734, Seconds: 171.2548, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 156, Train Loss: 0.0514, Val: -0.1993, Test: -0.1734, Seconds: 171.6763, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 157, Train Loss: 0.0517, Val: -0.2004, Test: -0.1734, Seconds: 171.6930, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 158, Train Loss: 0.0490, Val: -0.2019, Test: -0.1734, Seconds: 172.3962, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 159, Train Loss: 0.0514, Val: -0.2029, Test: -0.1734, Seconds: 172.5278, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 160, Train Loss: 0.0516, Val: -0.1995, Test: -0.1734, Seconds: 171.7137, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 161, Train Loss: 0.0507, Val: -0.2054, Test: -0.1734, Seconds: 171.8156, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 162, Train Loss: 0.0521, Val: -0.2020, Test: -0.1734, Seconds: 172.2773, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 163, Train Loss: 0.0512, Val: -0.2019, Test: -0.1734, Seconds: 171.9531, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 164, Train Loss: 0.0480, Val: -0.2070, Test: -0.1734, Seconds: 172.3059, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 165, Train Loss: 0.0504, Val: -0.2004, Test: -0.1734, Seconds: 172.6654, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 166, Train Loss: 0.0487, Val: -0.1993, Test: -0.1734, Seconds: 172.2440, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 167, Train Loss: 0.0490, Val: -0.1991, Test: -0.1734, Seconds: 171.4551, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 168, Train Loss: 0.0488, Val: -0.2039, Test: -0.1734, Seconds: 172.3332, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 169, Train Loss: 0.0481, Val: -0.2003, Test: -0.1734, Seconds: 171.9668, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 170, Train Loss: 0.0484, Val: -0.2001, Test: -0.1734, Seconds: 172.7350, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 171, Train Loss: 0.0485, Val: -0.2010, Test: -0.1734, Seconds: 172.0571, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 172, Train Loss: 0.0480, Val: -0.2014, Test: -0.1734, Seconds: 171.4089, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 173, Train Loss: 0.0487, Val: -0.2053, Test: -0.1734, Seconds: 171.5510, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 174, Train Loss: 0.0503, Val: -0.2026, Test: -0.1734, Seconds: 171.7349, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 175, Train Loss: 0.0469, Val: -0.2043, Test: -0.1734, Seconds: 172.7115, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 176, Train Loss: 0.0478, Val: -0.2007, Test: -0.1734, Seconds: 171.0194, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 177, Train Loss: 0.0479, Val: -0.2016, Test: -0.1734, Seconds: 171.7131, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 178, Train Loss: 0.0458, Val: -0.2035, Test: -0.1734, Seconds: 171.4722, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 179, Train Loss: 0.0473, Val: -0.2004, Test: -0.1734, Seconds: 171.4249, Memory Peak: 27250 MB allocated, 45332 MB reserved.
Epoch: 180, Train Loss: 0.0498, Val: -0.2017, Test: -0.1734, Seconds: 172.1146, Memory Peak: 27250 MB allocated, 45332 MB reserved.
